,Reviews,Rating
15786,Cozy Loved the food and the atmosphere,1
15787,Good Restaurant City Break,1
15788,Quick BIte Super Pizza for good prices,1
15790,Amazing Delucious,1
15791,Friendly staff food is good Its ok,1
15793,Couldnt be more pleased Great store,1
15794,Wow Excellent,1
15795,Good as it is described Good German Restaurant,1
15796,Casual Lunch Affordable authentic Vietnamese food in a,1
15798,Simply: good and tasty Excellent,1
15799,Best location Nice restaurant in a good location,1
15800,Delicious Very good falafel,1
15801,Good food small place Another amazing pho spot,1
15802,Everybody seems to be smiling and the serv Excellent udon soup,1
15803,Awesome Asian Fusion great atmosphere Outstanding sushi and atmosphere,1
15804,Great take out Yummy food,1
15805,Super Yammy fresh food Quick yummy fair price,1
15806,Seek this out Great wine bar & off licence,1
15807,,1
15808,Very nice Voyeuristic exhibition,1
15809,Great Steak Little Slice of Italy Rotten,1
15810,Meat fest in a friendly atmosphere,1
15811,Casual sophistication Nice and Interesting,1
15812,La vera pizza An Italian with soul,1
15813,Great italian food Was ok,1
15814,Lovely Indian food quick service Cozy Little Restaurant,1
15815,Great Fab little find,1
15816,Shakeel Aziz Spicy corner in Lichterfelde Ost,1
15817,great little place Nice discovery,1
15818,its OK depending on what youre lookin f Amazing,1
15819,Fantastic breakfast Vegan Surprise,1
15820,Made us feel like Superman Nice and friendly,1
15821,A lovely little place Lovely staff,1
15822,Nice wine spot for both and aperitif and f Good for an aperitivo before dinner,1
15824,,1
15825,Great place My must go in Neukölln,1
15826,A superb evening with excellent food and s A Venue Worth a Visit - near the U+S Bahn,1
15827,Dinner A great choice,1
15830,Amazing food Great Kebab,1
15831,Freundlich gut und preiswert Great food,1
15832,Love it here the best in the Kiez,1
15833,Family lunch - fantastic Dinner in car parking,1
15834,Exellent dinner in a very nice atmosphere Mr,1
15835,,1
15836,Wonderfully cosy place for a beer Their Sunday brunch is the best,1
15837,Ok,1
15838,Classic solid Italian Il Grano Lichterfelde,1
15839,Friendly sushi top class Sushi,1
15840,Cozy and cool place Lovely breakfast/brunch,1
15841,Excellent street food Hidden gem,1
15842,Top mexican restaurant in Berlin Great atmosphere not bad food,1
15843,Great place for breakfast Little pearl close to Hackescher Markt,1
15844,Great food in quiet courtyard location Beautiful Blend of Quality Food and Servic,1
15845,Grande,1
15846,,1
15847,For Garlic Lovers A chance encounter,1
15848,,1
15849,Über Gut Ich bin ein Berliner,1
15851,Good experience Delicious lunch,1
15852,Great coctails Cool cocktails Friendly service,1
15853,Great value Nice tapas but a bit pricey,1
15854,Superb Wonderful and satisfying experience,1
15855,Something different worth going in for a refreshment,1
15856,Delightful Find Tasty vegan cuisine,1
15857,Nice Italian wine bar Excellent food relaxed atmosphere,1
15859,Comfort food very well delivered Nice chicken restaurant,1
15860,My wife and me have opposite opinions  Great pizzas,1
15861,Beautiful Restaurant A great find well worth visiting,1
15862,Great For business lunch its okay But just oka,1
15863,Another Burgers alternative in Wedding,1
15864,Ok Good burgers good price,1
15865,Home cooked soups and pelmeni in a local c A little gem,1
15866,Very nice place Outstanding,1
15867,Something for everyone,1
15868,Veggie döner deluxe Delicious,1
15869,Excellent drinks cool setting very slick One of the highlights of Berlin,1
15870,Amazing food The Best Greek restaurant in Berlin,1
15871,Ate here as only Breakfast at Hotel Friendly Mexican restaurant,1
15872,The best Italian restaurant Great Neighbourhood Italian,1
15873,Italian restaurant Excellent Italian Restaurant,1
15874,Consistent delicious chilled The local with classic German food and Ber,1
15875,good food and very friendly service Good Currywurst,1
15876,Good value Indian Good food good service,1
15877,Great burrito Great,1
15878,Amazing food so reasonable Great Tasting Chinese Food,1
15879,the hidden ice-cream shop with style Customer service the worst in Berlin,1
15880,Breakfast was good Disappointing,1
15882,Cozy and comfortable cafe Great little cafe,1
15883,The best pretzel we had in Berlin hands do Great choice for pizza into the S-U statio,1
15884,Excellent Sushi and nice service Every time a lovely experience,1
15885,Cheap place but also decent for its price They only make burgers,1
15886,Great Vietnamese Food Damn,1
15887,Best dessert been there for the second time in 3 month,1
15889,Good food poor service Typical beer pub,1
15890,Unfriendly staff and mediocre food Excellent location,1
15891,A really good experience Tasty food,1
15893,Foodorgasmic Feelings Sooo yummy,1
15894,Good choice of nice food Absolutely value for money,1
15895,Lovely Gorgeous cafe,1
15896,Great doner kebabs and caters well for veg Good,1
15897,excellent quality italian restaurant Excellent Italian Ristorante,1
15898,Fab Indian Restaurant in Spandau,1
15899,Nice location Hidden Gem Go for It,1
15900,MUST VISIT Order the chili won ton orde good chinese food,1
15901,Try the Chicken Wings Delicious Food,1
15902,Great Modern Place Ohhh la la 👌🏻 la lucha,1
15903,Beautiful atmosphere delicious food Our Place,1
15904,Perfect Like Nonna used to make,1
15905,,1
15906,Never disappoints Great little Italiano,1
15907,,1
15908,Almost as good as it gets Hooray I found Okonomi Yaki (Japanese panc,1
15909,Fresh and tasty food Good  Cheap Friendly staff,1
15910,,1
15911,First time to eat here - Highly recommend Nicely garden restaurant,1
15912,Proper Berlin Pub A proper locals pub,1
15913,Great place to have a drink after visiting Everything was spectacukar,1
15915,Great food Wow what a find,1
15916,spring break trip with our high school dau Really cheap good typical and huge port,1
15917,Delecious indian food Cosy atmosphere and delicious food,1
15918,Nice brunch spot Great brunch,1
15919,The best goose and bolete soup,1
15920,Fantastic bar with unique atmosphere total nightmare - ,1
15922,Tasty Apple Strudel Coffee and cake,1
15923,,1
15925,Excellent,1
15926,Great restaurant,1
15927,Delicious Schnitzel Dinner,1
15928,Okayservice iffy and a little greasy Good lunch dinner,1
15929,Sort of a local secret Taste and care,1
15930,Historical building with a good restaurant Medieval Theme,1
15931,Tapas and fresh seafood Authentic portuguese kitchen,1
15932,,1
15933,Perfect Careless food prep,1
15935,My Starklatsch Coffee Nice Place to stay,1
15936,We loved this restaurant Suburban secret,1
15937,Vino Greco is a small but wonderful place,1
15938,Nice burger and buns Tasty and interesting food,1
15939,kebab+falafel Tasty,1
15940,Lovely waterfront dining,1
15941,Great food friendly service Excellent Little place,1
15942,Great Curry Good Value Friendly Staff,1
15943,Authentic korean food in Berlin Good food great location,1
15944,Very trendy chinese food Nice interior mediocre food ridiculous p,1
15945,Wie Oma Unpretentionous delicious meze,1
15946,Good Stuff  Cheap good Italian food & close to Andel,1
15947,Smells divine Looks good Taste ordinary,1
15948,,1
15949,Piles of excellent food great service - a,1
15950,Nice neighborhood Italian rotisserie Excellent seafood,1
15951,,1
15952,Short-Trip to Greece in the Middle of Berl I shall not come back,1
15953,Loved it Good Chinese dumplings,1
15954,Good quality for a good price Vietnamese food,1
15955,One of the best Sushi ever,1
15956,5 star experience Highly recommend,1
15957,Formidable Warm friendly and very good food - definit,1
15958,,1
15959,,1
15960,Veggie Food Great for non-vegetarians/vegans too,1
15961,,1
15962,Nice and tasty,1
15963,fantastic Wie in Istanbul,1
15964,magical place Delicious empanadas,1
15965,Once in a lifetime experience Elegant Simplicity,1
15966,,1
15967,Great Coffee and pastry The Bike meeting point in Berlin,1
15969,excellent food Tasty food and excellent service,1
15970,Excellent Turkish food near Berliner Unter The perfect Turkish lunch,1
15971,Dinner with the wife Several visits,1
15973,great place off the beaten path,1
15974,Delicious food good service Hidden gem,1
15975,Great fresh pasta - nice service Very bland mediocre uninspiring pasta,1
15976,Peaceful little restaurant with a distinct,1
15977,Perfect Quiet Place,1
15978,Be careful here as it will make you come b Great food fun atmosphere,1
15979,Good food & friendly service Lads last night in Germany,1
15980,Tasty beer and people Great,1
15981,Breakfast made with lots of love and care Babies not welcome,1
15982,Good everything Like walking into another country,1
15983,authentic german food for little money Nice cafe a long the Spree,1
15984,Excellent food with a twist Superb,1
15985,Great food Excellent food excellent service,1
15986,Avoid this place if want good authentic Ta A very good Spanish restaurant,1
15987,Great place for delicious soup Authentic Vietnamese food,1
15988,Nice beer garden with Italian cuisine An absolute gem,1
15990,Nice and friendly staff Nice place great area but luck of taste,1
15991,Great pizzas Just okay,1
15992,Nice evening dinner good German food Handy restaurant and tasty meal,1
15993,Saturday Dinner Absolutely recommended,1
15994,Great Persian food Excellent ,1
15995,Authentic Italian and excellent Good Italian restaurant,1
15996,another tiny insider place with EXCELLENT,1
15997,Here’s a short one… great service and great cheap food,1
15998,Good burgers favourite sweet potatoe frie They make my life in neukölln better,1
15999,Delicious food friendly owners Wonderful place,1
16000,The best crispy grilled chicken Easy quick great chicken,1
16001,Beeakfast or just fika ☕️ Good alternative to hotel breakfast,1
16003,Delicious food in a welcoming atmosphere,1
16004,Cant believe the chef tastes his own food Very little Saigon,1
16005,Indonesian pancake was great Great unique street food in a clean and l,1
16006,Super cheap and tasty falafel Great value for your money,1
16007,Authentic Italian food Excellent food,1
16008,Delicious Japanese food Excellent Sushi to go,1
16009,Delicious kebabs for good price Overcharged us deliberately,1
16010,really good doner kebab Best doner ever,1
16011,Tasty Korean lunch GEOMBE,1
16012,Not quite perfect but Very taste pasta with truffles,1
16013,Homemade Cakes just goooooood  South German/Elsassian Cusisine in Mitte,1
16014,Vietnamese and Sushi Nice one in a rather touristy spot,1
16015,Great design and interior Different place to take breakfast,1
16016,Authentic Italian in a lovely locatio nice pasta with radicchio cosy place,1
16017,The waiter was the best Avarage Italian pizzeria,1
16019,Nice currywurst Decent Currywurst,1
16020,,1
16021,Something for nearly everyone Really good food in a nearly empty restaur,1
16022,One of our favourites,1
16023,Friendly berliner atmosphere,1
16024,Quiet local restaurant with good food Great food great atmosphere,1
16025,Fixed thai menu - nice place Tasty Thai,1
16026,,1
16027,Late Brunch Best steak ever,1
16028,Superb Great,1
16029,Great food and excellent service,1
16030,Excellent restaurant in Prenzlauer Berg Lovely,1
16031,Great Swiss cuisine coupled with fabulous Great Swiss restaurant,1
