,reviews.text,sentiment
7142,Great price and the product quality has been superb. Buy again - yes!,positive
4869,They are batteries. They work. Don't know what else to say. Except they were ridiculously cheap!!,positive
13483,These are great devices for the price. Good performance and awesome warranty. Having the Freetime is also very nice as app purchases are less frequent.,positive
22026,"I am not very tech savvy. But, in no time I was using my new Fire tablet. It is, very basic, but, I mostly use it for e-mail, facebook and browsing the internet. Good buy for the money.",positive
26283,The size of this table is great I'm able to carry it in my purse with no problem!,positive
10078,Work Great! We use them at the church in the wireless mics and in the Wii controllers!,positive
25778,My 3yr. old loves this tablet. Easy for her to use. She watches videos plays games.,positive
769,"There are too many kids toys to count in our house that require batteries. You cannot beat the price of Amazon branded batteries. They last just as long as any other top brand, but a much better value. AmazonBasics has quickly become a brand I trust.",positive
12937,I've started to allow this device to grow on me. Yes I saw some color variation but either my eyes have adjusted or it's gone away. I'm back to reading like I used to and love it!,positive
3399,these work as well as any others,positive
316,AmazonBasics AAA Performance Alkaline Batteries (20-Pack). We subscribed to this. The batteries are holding up just as good as any other. You can't beat the price either.,positive
15866,my daughter enjoys her tablet reading the books for school & screen size is prefect,positive
27872,Perfect for my wife and college daughter. Very easyTo learn reader.,positive
10806,"Great performance, better price. I don't feel like I'm buying cheap, I feel like I'm buying name brands batteries that are relabeled. They work great.",positive
18087,"Got for my aunt for her first tablet. It has been user friendly for her, she yours it mostly for reading",positive
10894,Just as expected. Batteries standard life.,positive
23541,Got 2 of these for Christmas gifts for our grandsons & they love them!,positive
4438,I was pleased to see they are each marked with an approximately 10 year shelf life.,positive
21841,"The tablet is easy to use, The storage isn't great but you can add a card for extra storage which is nice. Haven't found any problems with it yet. Reasonably price.",positive
7071,These batteries work the same as all the big name brands with a cheaper cost and not having to drive to the store.,positive
24008,Love the case it helps the tablet be safe so the screen doesnt break to easy,positive
2006,Good quality product at a great price. Happy Jack,positive
6397,Great batteries!,positive
